"","Poll_spec","Poll_order","Julian_day","Plant_spec","Freq","Period"
"5393","Hylaeus wootoni","Hymenoptera",157,"Rubus deliciosus",1,"Present"
"5394","Formica (fusca group) spp.","Hymenoptera",157,"Rubus deliciosus",1,"Present"
"5395","Lasioglossum (Dialictus) spp.","Hymenoptera",157,"Rubus deliciosus",1,"Present"
"5396","Hoplitis fulgida","Hymenoptera",157,"Rubus deliciosus",1,"Present"
"5397","Osmia bruneri","Hymenoptera",157,"Rubus deliciosus",1,"Present"
"5398","Ancistrocerus spp.","Hymenoptera",157,"Rubus deliciosus",1,"Present"
"5399","Bombus centralis","Hymenoptera",197,"Geranium caespitosum",1,"Present"
"5400","Bombus centralis","Hymenoptera",197,"Geranium caespitosum",1,"Present"
"5405","Brachypterolus pulicarius","Coleoptera",175,"Geranium richardsonii",13,"Present"
"5406","Bombus centralis","Hymenoptera",197,"Geranium caespitosum",1,"Present"
"5408","Brachypterolus pulicarius","Coleoptera",175,"Aquilegia coerulea",2,"Present"
"5412","Agromyzidae spp.","Diptera",171,"Penstemon virens",1,"Present"
"5413","Chloropidae spp.","Diptera",150,"Rubus deliciosus",1,"Present"
"5415","Bombus centralis","Hymenoptera",197,"Geranium caespitosum",1,"Present"
"5417","Bombus centralis","Hymenoptera",197,"Geranium richardsonii",1,"Present"
"5420","Brachypterolus pulicarius","Coleoptera",218,"Chamaenerion angustifolium",1,"Present"
"5424","Brachypterolus pulicarius","Coleoptera",224,"Chamaenerion angustifolium",1,"Present"
"5425","Bombus centralis","Hymenoptera",197,"Chamaenerion angustifolium",1,"Present"
"5426","Bombus centralis","Hymenoptera",197,"Chamaenerion angustifolium",1,"Present"
"5427","Pontia occidentalis","Lepidoptera",196,"Geranium caespitosum",1,"Present"
"5433","Bombus centralis","Hymenoptera",197,"Chamaenerion angustifolium",1,"Present"
"5434","Brachypterolus pulicarius","Coleoptera",194,"Penstemon glaber",1,"Present"
"5446","Bombus centralis","Hymenoptera",197,"Chamaenerion angustifolium",1,"Present"
"5451","Bombus centralis","Hymenoptera",197,"Chamaenerion angustifolium",1,"Present"
"5457","Bombus centralis","Hymenoptera",204,"Geranium caespitosum",1,"Present"
"5459","Bombus centralis","Hymenoptera",204,"Geranium caespitosum",1,"Present"
"5461","Bombus centralis","Hymenoptera",204,"Chamaenerion angustifolium",1,"Present"
"5462","Bombus centralis","Hymenoptera",204,"Chamaenerion angustifolium",1,"Present"
"5463","Bombus centralis","Hymenoptera",204,"Chamaenerion angustifolium",1,"Present"
"5464","Bombus centralis","Hymenoptera",204,"Chamaenerion angustifolium",1,"Present"
"5465","Bombus centralis","Hymenoptera",204,"Chamaenerion angustifolium",1,"Present"
"5466","Bombus centralis","Hymenoptera",204,"Chamaenerion angustifolium",1,"Present"
"5477","Bombus centralis","Hymenoptera",204,"Chamaenerion angustifolium",1,"Present"
"5478","Bombus centralis","Hymenoptera",204,"Chamaenerion angustifolium",1,"Present"
"5479","Bombus centralis","Hymenoptera",204,"Chamaenerion angustifolium",1,"Present"
"5480","Bombus centralis","Hymenoptera",204,"Chamaenerion angustifolium",1,"Present"
"5481","Bombus centralis","Hymenoptera",204,"Chamaenerion angustifolium",1,"Present"
"5482","Bombus centralis","Hymenoptera",204,"Chamaenerion angustifolium",1,"Present"
"5483","Bombus centralis","Hymenoptera",204,"Chamaenerion angustifolium",1,"Present"
"5484","Bombus centralis","Hymenoptera",204,"Chamaenerion angustifolium",1,"Present"
"5485","Bombus centralis","Hymenoptera",204,"Chamaenerion angustifolium",1,"Present"
"5486","Bombus centralis","Hymenoptera",204,"Chamaenerion angustifolium",1,"Present"
"5487","Bombus centralis","Hymenoptera",204,"Chamaenerion angustifolium",1,"Present"
"5492","Bombus centralis","Hymenoptera",207,"Geranium caespitosum",1,"Present"
"5493","Bombus centralis","Hymenoptera",207,"Geranium caespitosum",1,"Present"
"5494","Bombus centralis","Hymenoptera",207,"Geranium caespitosum",1,"Present"
"5495","Bombus centralis","Hymenoptera",207,"Geranium caespitosum",1,"Present"
"5496","Bombus centralis","Hymenoptera",207,"Geranium caespitosum",1,"Present"
"5497","Bombus centralis","Hymenoptera",207,"Geranium caespitosum",1,"Present"
"5498","Bombus centralis","Hymenoptera",207,"Geranium caespitosum",1,"Present"
"5499","Bombus centralis","Hymenoptera",207,"Geranium caespitosum",1,"Present"
"5500","Bombus centralis","Hymenoptera",207,"Geranium caespitosum",1,"Present"
"5501","Bombus centralis","Hymenoptera",207,"Geranium caespitosum",1,"Present"
"5502","Bombus centralis","Hymenoptera",207,"Geranium caespitosum",1,"Present"
"5503","Bombus centralis","Hymenoptera",207,"Geranium caespitosum",1,"Present"
"5505","Bombus centralis","Hymenoptera",216,"Chamaenerion angustifolium",1,"Present"
"5506","Bombus centralis","Hymenoptera",216,"Chamaenerion angustifolium",1,"Present"
"5507","Bombus centralis","Hymenoptera",216,"Chamaenerion angustifolium",1,"Present"
"5508","Bombus centralis","Hymenoptera",216,"Chamaenerion angustifolium",1,"Present"
"5509","Bombus centralis","Hymenoptera",216,"Chamaenerion angustifolium",1,"Present"
"5510","Bombus centralis","Hymenoptera",216,"Chamaenerion angustifolium",1,"Present"
"5511","Bombus centralis","Hymenoptera",216,"Chamaenerion angustifolium",1,"Present"
"5512","Bombus centralis","Hymenoptera",216,"Chamaenerion angustifolium",1,"Present"
"5513","Bombus centralis","Hymenoptera",216,"Chamaenerion angustifolium",1,"Present"
"5514","Bombus centralis","Hymenoptera",216,"Chamaenerion angustifolium",1,"Present"
"5515","Bombus centralis","Hymenoptera",216,"Chamaenerion angustifolium",1,"Present"
"5516","Bombus centralis","Hymenoptera",216,"Chamaenerion angustifolium",1,"Present"
"5517","Bombus centralis","Hymenoptera",216,"Chamaenerion angustifolium",1,"Present"
"5518","Bombus centralis","Hymenoptera",216,"Chamaenerion angustifolium",1,"Present"
"5519","Bombus centralis","Hymenoptera",216,"Chamaenerion angustifolium",1,"Present"
"5520","Bombus centralis","Hymenoptera",216,"Chamaenerion angustifolium",1,"Present"
"5521","Bombus centralis","Hymenoptera",216,"Geranium caespitosum",1,"Present"
"5522","Bombus centralis","Hymenoptera",216,"Geranium caespitosum",1,"Present"
"5523","Bombus centralis","Hymenoptera",216,"Geranium caespitosum",1,"Present"
"5524","Bombus centralis","Hymenoptera",216,"Geranium caespitosum",1,"Present"
"5525","Bombus centralis","Hymenoptera",216,"Geranium caespitosum",1,"Present"
"5526","Bombus centralis","Hymenoptera",216,"Geranium caespitosum",1,"Present"
"5527","Bombus centralis","Hymenoptera",216,"Geranium caespitosum",1,"Present"
"5528","Bombus centralis","Hymenoptera",216,"Geranium caespitosum",1,"Present"
"5529","Bombus centralis","Hymenoptera",216,"Geranium caespitosum",1,"Present"
"5530","Bombus centralis","Hymenoptera",216,"Geranium caespitosum",1,"Present"
"5551","Bombus centralis","Hymenoptera",217,"Chamaenerion angustifolium",1,"Present"
"5552","Bombus centralis","Hymenoptera",217,"Chamaenerion angustifolium",1,"Present"
"5553","Bombus centralis","Hymenoptera",217,"Chamaenerion angustifolium",1,"Present"
"5554","Bombus centralis","Hymenoptera",217,"Chamaenerion angustifolium",1,"Present"
"5555","Bombus centralis","Hymenoptera",217,"Chamaenerion angustifolium",1,"Present"
"5556","Bombus centralis","Hymenoptera",217,"Chamaenerion angustifolium",1,"Present"
"5557","Bombus centralis","Hymenoptera",217,"Chamaenerion angustifolium",1,"Present"
"5558","Bombus centralis","Hymenoptera",217,"Chamaenerion angustifolium",1,"Present"
"5559","Bombus centralis","Hymenoptera",217,"Chamaenerion angustifolium",1,"Present"
"5560","Bombus centralis","Hymenoptera",217,"Chamaenerion angustifolium",1,"Present"
"5561","Bombus centralis","Hymenoptera",217,"Chamaenerion angustifolium",1,"Present"
"5562","Bombus centralis","Hymenoptera",217,"Chamaenerion angustifolium",1,"Present"
"5563","Bombus centralis","Hymenoptera",217,"Chamaenerion angustifolium",1,"Present"
"5566","Bombus centralis","Hymenoptera",217,"Chamaenerion angustifolium",1,"Present"
"5567","Bombus centralis","Hymenoptera",217,"Chamaenerion angustifolium",1,"Present"
"5568","Bombus centralis","Hymenoptera",217,"Chamaenerion angustifolium",1,"Present"
"5569","Bombus centralis","Hymenoptera",217,"Chamaenerion angustifolium",1,"Present"
"5570","Bombus centralis","Hymenoptera",217,"Geranium caespitosum",1,"Present"
"5573","Bombus centralis","Hymenoptera",217,"Geranium caespitosum",1,"Present"
"5574","Bombus centralis","Hymenoptera",217,"Geranium caespitosum",1,"Present"
"5575","Bombus centralis","Hymenoptera",217,"Geranium caespitosum",1,"Present"
"5576","Bombus centralis","Hymenoptera",217,"Geranium caespitosum",1,"Present"
"5577","Bombus centralis","Hymenoptera",217,"Geranium caespitosum",1,"Present"
"5578","Bombus centralis","Hymenoptera",217,"Geranium caespitosum",1,"Present"
"5579","Bombus centralis","Hymenoptera",217,"Geranium caespitosum",1,"Present"
"5580","Bombus centralis","Hymenoptera",217,"Geranium caespitosum",1,"Present"
"5581","Bombus centralis","Hymenoptera",217,"Geranium caespitosum",1,"Present"
"5582","Bombus centralis","Hymenoptera",217,"Geranium caespitosum",1,"Present"
"5591","Bombus centralis","Hymenoptera",217,"Chamaenerion angustifolium",1,"Present"
"5592","Bombus centralis","Hymenoptera",217,"Chamaenerion angustifolium",1,"Present"
"5593","Bombus centralis","Hymenoptera",217,"Chamaenerion angustifolium",1,"Present"
"5594","Bombus centralis","Hymenoptera",217,"Geranium caespitosum",1,"Present"
"5595","Bombus centralis","Hymenoptera",217,"Chamaenerion angustifolium",1,"Present"
"5596","Bombus centralis","Hymenoptera",217,"Chamaenerion angustifolium",1,"Present"
"5597","Bombus centralis","Hymenoptera",217,"Chamaenerion angustifolium",1,"Present"
"5598","Bombus centralis","Hymenoptera",217,"Chamaenerion angustifolium",1,"Present"
"5599","Bombus centralis","Hymenoptera",217,"Chamaenerion angustifolium",1,"Present"
"5600","Bombus centralis","Hymenoptera",217,"Chamaenerion angustifolium",1,"Present"
"5601","Bombus centralis","Hymenoptera",217,"Geranium richardsonii",1,"Present"
"5602","Bombus centralis","Hymenoptera",217,"Geranium caespitosum",1,"Present"
"5604","Bombus centralis","Hymenoptera",228,"Geranium caespitosum",1,"Present"
"5605","Bombus centralis","Hymenoptera",228,"Geranium caespitosum",1,"Present"
"5606","Bombus centralis","Hymenoptera",228,"Geranium caespitosum",1,"Present"
"5607","Bombus centralis","Hymenoptera",230,"Geranium caespitosum",1,"Present"
"5608","Bombus centralis","Hymenoptera",230,"Geranium caespitosum",1,"Present"
"5609","Bombus centralis","Hymenoptera",230,"Geranium caespitosum",1,"Present"
"5610","Bombus centralis","Hymenoptera",230,"Geranium caespitosum",1,"Present"
"5611","Bombus centralis","Hymenoptera",230,"Geranium caespitosum",1,"Present"
"5612","Bombus centralis","Hymenoptera",230,"Geranium caespitosum",1,"Present"
"5613","Bombus centralis","Hymenoptera",230,"Geranium caespitosum",1,"Present"
"5614","Bombus centralis","Hymenoptera",230,"Geranium caespitosum",1,"Present"
"5615","Bombus centralis","Hymenoptera",230,"Geranium caespitosum",1,"Present"
"5626","Bombus centralis","Hymenoptera",230,"Geranium caespitosum",1,"Present"
"5629","Hemipenthes spp.","Diptera",162,"Penstemon virens",1,"Present"
"5630","Lapposyrphus lapponicus","Diptera",171,"Penstemon virens",1,"Present"
"5631","Bombus centralis","Hymenoptera",230,"Geranium caespitosum",1,"Present"
"5632","Bombus centralis","Hymenoptera",230,"Geranium caespitosum",1,"Present"
"5633","Bombus centralis","Hymenoptera",230,"Geranium caespitosum",1,"Present"
"5634","Bombus centralis","Hymenoptera",230,"Geranium caespitosum",1,"Present"
"5635","Bombus centralis","Hymenoptera",230,"Geranium caespitosum",1,"Present"
"5636","Bombus centralis","Hymenoptera",230,"Geranium caespitosum",1,"Present"
"5637","Bombus centralis","Hymenoptera",230,"Geranium caespitosum",1,"Present"
"5638","Bombus centralis","Hymenoptera",230,"Geranium caespitosum",1,"Present"
"5639","Bombus centralis","Hymenoptera",230,"Geranium caespitosum",1,"Present"
"5640","Bombus centralis","Hymenoptera",230,"Geranium caespitosum",1,"Present"
"5641","Bombus centralis","Hymenoptera",230,"Geranium caespitosum",1,"Present"
"5642","Bombus centralis","Hymenoptera",230,"Geranium caespitosum",1,"Present"
"5643","Bombus centralis","Hymenoptera",230,"Geranium caespitosum",1,"Present"
"5644","Bombus centralis","Hymenoptera",230,"Geranium caespitosum",1,"Present"
"5645","Bombus centralis","Hymenoptera",230,"Geranium caespitosum",1,"Present"
"5646","Bombus centralis","Hymenoptera",231,"Geranium caespitosum",1,"Present"
"5647","Bombus centralis","Hymenoptera",231,"Geranium caespitosum",1,"Present"
"5648","Bombus centralis","Hymenoptera",231,"Geranium caespitosum",1,"Present"
"5649","Bombus centralis","Hymenoptera",231,"Geranium caespitosum",1,"Present"
"5650","Bombus centralis","Hymenoptera",231,"Geranium caespitosum",1,"Present"
"5651","Bombus centralis","Hymenoptera",231,"Geranium caespitosum",1,"Present"
"5652","Bombus centralis","Hymenoptera",231,"Geranium caespitosum",1,"Present"
"5653","Bombus centralis","Hymenoptera",231,"Geranium caespitosum",1,"Present"
"5654","Bombus centralis","Hymenoptera",231,"Geranium caespitosum",1,"Present"
"5655","Bombus centralis","Hymenoptera",231,"Geranium caespitosum",1,"Present"
"5656","Bombus centralis","Hymenoptera",204,"Chamaenerion angustifolium",2,"Present"
"5657","Bombus centralis","Hymenoptera",226,"Geranium caespitosum",2,"Present"
"5659","Bombus centralis","Hymenoptera",200,"Chamaenerion angustifolium",1,"Present"
"5661","Bombus centralis","Hymenoptera",187,"Rubus deliciosus",1,"Present"
"5662","Bombus centralis","Hymenoptera",187,"Rubus deliciosus",1,"Present"
"5665","Bombus centralis","Hymenoptera",200,"Chamaenerion angustifolium",1,"Present"
"5670","Bombus centralis","Hymenoptera",213,"Geranium caespitosum",1,"Present"
"5677","Bombus centralis","Hymenoptera",217,"Geranium caespitosum",1,"Present"
"5678","Bombus centralis","Hymenoptera",217,"Geranium caespitosum",1,"Present"
"5685","Bombus centralis","Hymenoptera",163,"Penstemon virens",1,"Present"
"5686","Bombus centralis","Hymenoptera",203,"Aquilegia coerulea",1,"Present"
"5687","Bombus centralis","Hymenoptera",177,"Rubus idaeus var. strigosus",1,"Present"
"5688","Bombus centralis","Hymenoptera",203,"Geranium caespitosum",1,"Present"
"5689","Bombus centralis","Hymenoptera",203,"Geranium caespitosum",1,"Present"
"5690","Bombus centralis","Hymenoptera",203,"Geranium caespitosum",1,"Present"
"5691","Bombus centralis","Hymenoptera",203,"Geranium caespitosum",1,"Present"
"5692","Bombus centralis","Hymenoptera",203,"Geranium caespitosum",1,"Present"
"5693","Bombus centralis","Hymenoptera",203,"Geranium caespitosum",1,"Present"
"5694","Bombus centralis","Hymenoptera",203,"Geranium caespitosum",1,"Present"
"5695","Bombus centralis","Hymenoptera",203,"Geranium caespitosum",1,"Present"
"5696","Bombus centralis","Hymenoptera",203,"Geranium caespitosum",1,"Present"
"5697","Bombus centralis","Hymenoptera",203,"Geranium caespitosum",1,"Present"
"5698","Bombus centralis","Hymenoptera",223,"Aconitum columbianum",1,"Present"
"5699","Bombus centralis","Hymenoptera",203,"Chamaenerion angustifolium",1,"Present"
"5700","Bombus centralis","Hymenoptera",203,"Chamaenerion angustifolium",1,"Present"
"5701","Bombus centralis","Hymenoptera",184,"Geranium caespitosum",1,"Present"
"5704","Bombus centralis","Hymenoptera",162,"Penstemon virens",1,"Present"
"5705","Bombus centralis","Hymenoptera",162,"Penstemon virens",1,"Present"
"5708","Bombus centralis","Hymenoptera",156,"Penstemon virens",1,"Present"
"5709","Bombus centralis","Hymenoptera",193,"Penstemon virens",1,"Present"
"5710","Bombus centralis","Hymenoptera",147,"Penstemon virens",1,"Present"
"5715","Brachypterolus pulicarius","Coleoptera",170,"Penstemon virens",1,"Present"
"5722","Megachile relativa","Hymenoptera",217,"Geranium caespitosum",1,"Present"
"5740","Dicyphus sp.","Hemiptera",185,"Geranium caespitosum",1,"Present"
"5753","Bombus centralis","Hymenoptera",161,"Rubus deliciosus",1,"Present"
"5756","Bombus centralis","Hymenoptera",179,"Penstemon glaber",1,"Present"
"5761","Bombus centralis","Hymenoptera",216,"Aconitum columbianum",1,"Present"
"5763","Bombus centralis","Hymenoptera",216,"Aconitum columbianum",1,"Present"
"5764","Bombus centralis","Hymenoptera",208,"Aconitum columbianum",1,"Present"
"5766","Bombus centralis","Hymenoptera",214,"Aconitum columbianum",1,"Present"
"5778","Bombus centralis","Hymenoptera",199,"Geranium caespitosum",1,"Present"
"5779","Bombus centralis","Hymenoptera",199,"Geranium caespitosum",1,"Present"
"5780","Bombus centralis","Hymenoptera",199,"Geranium caespitosum",1,"Present"
"5781","Bombus centralis","Hymenoptera",199,"Geranium caespitosum",1,"Present"
"5784","Bombus centralis","Hymenoptera",199,"Geranium caespitosum",1,"Present"
"5786","Bombus centralis","Hymenoptera",199,"Geranium caespitosum",1,"Present"
"5787","Lapposyrphus lapponicus","Diptera",178,"Penstemon glaber",1,"Present"
"5792","Bombus centralis","Hymenoptera",199,"Geranium caespitosum",1,"Present"
"5800","Bombus centralis","Hymenoptera",231,"Geranium caespitosum",1,"Present"
"5801","Bombus fervidus","Hymenoptera",191,"Aconitum columbianum",1,"Present"
"5809","Brassicogethes aeneus","Coleoptera",201,"Rubus deliciosus",1,"Present"
"5815","Lapposyrphus lapponicus","Diptera",178,"Penstemon glaber",1,"Present"
"5828","Bombus fervidus","Hymenoptera",221,"Chamaenerion angustifolium",1,"Present"
"5829","Brassicogethes aeneus","Coleoptera",150,"Rubus deliciosus",1,"Present"
"5831","Lapposyrphus lapponicus","Diptera",181,"Geranium caespitosum",1,"Present"
"5836","Brassicogethes aeneus","Coleoptera",191,"Aquilegia coerulea",1,"Present"
"5844","Hemipenthes spp.","Diptera",164,"Rubus deliciosus",1,"Present"
"5848","Lapposyrphus lapponicus","Diptera",181,"Geranium caespitosum",1,"Present"
"5856","Bombus fervidus","Hymenoptera",208,"Aconitum columbianum",1,"Present"
"5858","Osmia juxta","Hymenoptera",175,"Penstemon virens",1,"Present"
"5859","Osmia tristella","Hymenoptera",175,"Penstemon virens",1,"Present"
"5860","Osmia tristella","Hymenoptera",175,"Penstemon virens",1,"Present"
"5861","Osmia tristella","Hymenoptera",175,"Penstemon virens",1,"Present"
"5862","Osmia tristella","Hymenoptera",175,"Penstemon virens",1,"Present"
"5863","Osmia tristella","Hymenoptera",175,"Penstemon virens",1,"Present"
"5864","Osmia tristella","Hymenoptera",175,"Penstemon virens",1,"Present"
"5865","Osmia tristella","Hymenoptera",175,"Penstemon virens",1,"Present"
"5868","Brassicogethes aeneus","Coleoptera",174,"Rubus deliciosus",1,"Present"
"5871","Byturus unicolor","Coleoptera",176,"Rubus deliciosus",1,"Present"
"5886","Lapposyrphus lapponicus","Diptera",181,"Geranium caespitosum",1,"Present"
"5894","Anthomyiidae spp.","Diptera",177,"Rubus deliciosus",1,"Present"
"5900","Bombus flavifrons","Hymenoptera",202,"Chamaenerion angustifolium",1,"Present"
"5901","Bombus flavifrons","Hymenoptera",202,"Chamaenerion angustifolium",1,"Present"
"5902","Bombus flavifrons","Hymenoptera",201,"Geranium richardsonii",1,"Present"
"5906","Lapposyrphus lapponicus","Diptera",181,"Geranium caespitosum",1,"Present"
"5908","Bombus flavifrons","Hymenoptera",196,"Geranium richardsonii",1,"Present"
"5910","Bombus flavifrons","Hymenoptera",201,"Penstemon glaber",1,"Present"
"5912","Lapposyrphus lapponicus","Diptera",181,"Geranium caespitosum",1,"Present"
"5913","Bombus flavifrons","Hymenoptera",201,"Penstemon glaber",1,"Present"
"5915","Bombus flavifrons","Hymenoptera",201,"Penstemon glaber",1,"Present"
"5917","Lygus spp.","Hemiptera",177,"Rubus deliciosus",1,"Present"
"5919","Lasioglossum (Lasioglossum) spp.","Hymenoptera",192,"Geranium caespitosum",1,"Present"
"5922","Lasioglossum (Dialictus) spp.","Hymenoptera",205,"Geranium caespitosum",1,"Present"
"5924","Orphilus subnitidus","Coleoptera",177,"Rubus deliciosus",1,"Present"
"5925","Formica (fusca group) spp.","Hymenoptera",150,"Rubus deliciosus",1,"Present"
"5926","Bombus flavifrons","Hymenoptera",201,"Penstemon glaber",1,"Present"
"5927","Bombus flavifrons","Hymenoptera",201,"Penstemon glaber",1,"Present"
"5932","Bombus flavifrons","Hymenoptera",196,"Geranium caespitosum",1,"Present"
"5933","Bombus flavifrons","Hymenoptera",202,"Chamaenerion angustifolium",1,"Present"
"5934","Bombus flavifrons","Hymenoptera",202,"Chamaenerion angustifolium",1,"Present"
"5935","Bombus flavifrons","Hymenoptera",202,"Chamaenerion angustifolium",1,"Present"
"5936","Bombus flavifrons","Hymenoptera",202,"Chamaenerion angustifolium",1,"Present"
"5937","Bombus flavifrons","Hymenoptera",201,"Geranium caespitosum",1,"Present"
"5938","Bombus flavifrons","Hymenoptera",194,"Penstemon glaber",1,"Present"
"5939","Osmia bruneri","Hymenoptera",163,"Penstemon virens",1,"Present"
"5940","Bombus flavifrons","Hymenoptera",201,"Penstemon glaber",1,"Present"
"5943","Bombus flavifrons","Hymenoptera",201,"Penstemon glaber",1,"Present"
"5944","Bombus flavifrons","Hymenoptera",201,"Penstemon glaber",1,"Present"
"5948","Bombus flavifrons","Hymenoptera",196,"Geranium caespitosum",1,"Present"
"5949","Bombus flavifrons","Hymenoptera",196,"Geranium caespitosum",1,"Present"
"5954","Bombus flavifrons","Hymenoptera",194,"Penstemon glaber",1,"Present"
"5955","Symmorphus canadensis","Hymenoptera",163,"Geranium richardsonii",1,"Present"
"5956","Lapposyrphus lapponicus","Diptera",181,"Geranium caespitosum",1,"Present"
"5967","Bombus flavifrons","Hymenoptera",201,"Penstemon glaber",1,"Present"
"5968","Sphecodes spp.","Hymenoptera",163,"Geranium richardsonii",1,"Present"
"5969","Bombus flavifrons","Hymenoptera",201,"Penstemon glaber",1,"Present"
"5970","Symmorphus canadensis","Hymenoptera",163,"Geranium richardsonii",1,"Present"
"5974","Bombus flavifrons","Hymenoptera",201,"Penstemon glaber",1,"Present"
"5977","Bombus flavifrons","Hymenoptera",202,"Geranium caespitosum",1,"Present"
"5982","Lapposyrphus lapponicus","Diptera",181,"Geranium caespitosum",1,"Present"
"5984","Lapposyrphus lapponicus","Diptera",181,"Geranium caespitosum",1,"Present"
"5985","Iteaphila spp.","Diptera",163,"Rubus deliciosus",1,"Present"
"5986","Iteaphila spp.","Diptera",163,"Rubus deliciosus",1,"Present"
"5988","Hylaeus affinis","Hymenoptera",163,"Geranium caespitosum",1,"Present"
"5990","Bombus flavifrons","Hymenoptera",174,"Penstemon virens",1,"Present"
"6001","Apis mellifera","Hymenoptera",183,"Geranium caespitosum",1,"Present"
"6003","Bombus flavifrons","Hymenoptera",206,"Aconitum columbianum",1,"Present"
"6004","Apis mellifera","Hymenoptera",183,"Geranium caespitosum",1,"Present"
"6005","Ammophila spp.","Hymenoptera",163,"Geranium richardsonii",1,"Present"
"6007","Lapposyrphus lapponicus","Diptera",168,"Rubus deliciosus",1,"Present"
"6009","Bombus flavifrons","Hymenoptera",206,"Aconitum columbianum",1,"Present"
"6018","Bombus flavifrons","Hymenoptera",191,"Aconitum columbianum",1,"Present"
"6027","Cycloneda sanguinea","Coleoptera",157,"Rubus deliciosus",1,"Present"
"6033","Osmia tristella","Hymenoptera",168,"Penstemon virens",1,"Present"
"6042","Bombus flavifrons","Hymenoptera",209,"Aconitum columbianum",1,"Present"
"6044","Dichelotarsus sp.","Coleoptera",186,"Rubus deliciosus",1,"Present"
"6047","Lasioglossum (Dialictus) spp.","Hymenoptera",170,"Penstemon virens",1,"Present"
"6048","Iteaphila spp.","Diptera",163,"Rubus deliciosus",1,"Present"
"6049","Lygaeus kalmii","Hemiptera",163,"Rubus deliciosus",1,"Present"
"6050","Hylaeus verticalis","Hymenoptera",163,"Rubus deliciosus",1,"Present"
"6051","Osmia bucephala","Hymenoptera",163,"Geranium caespitosum",1,"Present"
"6053","Osmia tristella","Hymenoptera",175,"Penstemon virens",1,"Present"
"6054","Osmia tristella","Hymenoptera",175,"Penstemon virens",1,"Present"
"6055","Bombus flavifrons","Hymenoptera",209,"Aconitum columbianum",1,"Present"
"6056","Bombus flavifrons","Hymenoptera",209,"Aconitum columbianum",1,"Present"
"6057","Chloropidae spp.","Diptera",170,"Penstemon virens",1,"Present"
"6058","Bombus flavifrons","Hymenoptera",209,"Aconitum columbianum",1,"Present"
"6059","Bombus flavifrons","Hymenoptera",209,"Aconitum columbianum",1,"Present"
"6060","Bombus flavifrons","Hymenoptera",209,"Aconitum columbianum",1,"Present"
"6061","Bombus flavifrons","Hymenoptera",209,"Aconitum columbianum",1,"Present"
"6062","Bombus flavifrons","Hymenoptera",209,"Aconitum columbianum",1,"Present"
"6063","Bombus flavifrons","Hymenoptera",215,"Aconitum columbianum",1,"Present"
"6064","Bombus flavifrons","Hymenoptera",215,"Aconitum columbianum",1,"Present"
"6065","Bombus flavifrons","Hymenoptera",215,"Aconitum columbianum",1,"Present"
"6066","Bombus flavifrons","Hymenoptera",209,"Aconitum columbianum",1,"Present"
"6067","Bombus flavifrons","Hymenoptera",209,"Aconitum columbianum",1,"Present"
"6068","Bombus flavifrons","Hymenoptera",209,"Aconitum columbianum",1,"Present"
"6069","Bombus flavifrons","Hymenoptera",209,"Aconitum columbianum",1,"Present"
"6070","Bombus flavifrons","Hymenoptera",209,"Aconitum columbianum",1,"Present"
"6071","Lasioglossum (Dialictus) spp.","Hymenoptera",170,"Penstemon virens",1,"Present"
"6072","Osmia bruneri","Hymenoptera",170,"Penstemon virens",1,"Present"
"6073","Bombus flavifrons","Hymenoptera",209,"Aconitum columbianum",1,"Present"
"6074","Osmia tristella","Hymenoptera",170,"Penstemon virens",1,"Present"
"6075","Osmia tristella","Hymenoptera",170,"Penstemon virens",1,"Present"
"6076","Osmia tristella","Hymenoptera",170,"Penstemon virens",1,"Present"
"6077","Osmia tristella","Hymenoptera",168,"Penstemon virens",1,"Present"
"6079","Andrena thaspii","Hymenoptera",174,"Rubus deliciosus",1,"Present"
"6080","Andrena thaspii","Hymenoptera",191,"Rubus idaeus var. strigosus",1,"Present"
"6081","Bombus flavifrons","Hymenoptera",209,"Aconitum columbianum",1,"Present"
"6082","Bombus flavifrons","Hymenoptera",209,"Aconitum columbianum",1,"Present"
"6083","Bombus flavifrons","Hymenoptera",209,"Aconitum columbianum",1,"Present"
"6084","Andrena thaspii","Hymenoptera",191,"Rubus idaeus var. strigosus",1,"Present"
"6087","Hemipenthes spp.","Diptera",177,"Penstemon virens",7,"Present"
"6088","Thecophora sp.","Diptera",177,"Penstemon virens",2,"Present"
"6089","Bombus flavifrons","Hymenoptera",209,"Aconitum columbianum",1,"Present"
"6090","Bombus flavifrons","Hymenoptera",209,"Geranium caespitosum",1,"Present"
"6091","Bombus flavifrons","Hymenoptera",188,"Rubus idaeus var. strigosus",1,"Present"
"6099","Bombus flavifrons","Hymenoptera",204,"Aconitum columbianum",1,"Present"
"6102","Bombus flavifrons","Hymenoptera",203,"Aconitum columbianum",1,"Present"
"6103","Bombus flavifrons","Hymenoptera",209,"Aconitum columbianum",1,"Present"
"6104","Bombus flavifrons","Hymenoptera",203,"Aconitum columbianum",1,"Present"
"6105","Bombus flavifrons","Hymenoptera",203,"Aconitum columbianum",1,"Present"
"6107","Pseudomalus purpuratus","Hymenoptera",177,"Penstemon virens",1,"Present"
"6108","Hylaeus annulatus","Hymenoptera",177,"Penstemon virens",1,"Present"
"6109","Formica lasioides","Hymenoptera",177,"Penstemon virens",1,"Present"
"6110","Lasioglossum (Dialictus) spp.","Hymenoptera",177,"Penstemon virens",1,"Present"
